vf_loss_before,vf_mse_loss_before,vf_l2_loss_before,vf_loss_after,vf_mse_after,vf_l2_after,AdvantageAverage,BaselineAverage,Entropy,EpisodeAveLength,EpisodeMaxLength,EpisodeMinLength,EpisodeStdLength,Episodes,KLDifference,MaxKL,ProcessedAverageReturn,ProcessedMaxReturn,ProcessedMinReturn,ProcessedStdReturn,RawAverageReturn,RawMaxReturn,RawMinReturn,RawStdReturn,SurrogateLoss,Timesteps,TrueAverageReturn,TrueMaxReturn,TrueMinReturn,TrueStdReturn
0.30338648,0.26058096,0.042805526,0.07440104,0.0334323,0.040968742,-1.0658141036401502e-16,-0.71602297,4.267991,13.08,32,9,5.912156966793085,25,0.0064564063,0.01,6.5388336,15.984177,4.4987946,2.9510942,6.5388336,15.984177,4.4987946,2.9510942,-0.12529437,327,11.314521314254161,47.472824272428326,4.649061259613552,11.101015029234977
MeanGateDist,MinGateDist,MaxGateDist
[0.2721214  0.72787875],[0.16988851 0.6183813 ],[0.38161877 0.83011144]
0.5711256,0.5301569,0.040968742,0.1919569,0.15261121,0.039345685,3.3240460793800606e-15,6.007188,4.250101,17.957613814756673,85,7,10.249926719728741,1911,0.009207105,0.01,8.95333,42.46374,3.481881,5.1198244,8.95333,42.46374,3.481881,5.1198244,-0.05147776,34317,17.363450359254028,173.36977474445817,0.8581692696867931,18.17823211614657
[0.2854592  0.71454066],[0.17358482 0.5639053 ],[0.43609422 0.82641554]
1.8170981,1.7777524,0.039345685,0.6348439,0.5953168,0.03952708,7.595456830539001e-15,30.971586,4.219374,32.70545977011494,125,7,22.723905688308516,1392,0.009122175,0.01,16.299208,62.479637,3.4685926,11.359584,16.299208,62.479637,3.4685926,11.359584,-0.04409295,45526,44.89773430648257,251.31583142323336,3.138464786407205,46.310382253649784
[0.34028232 0.6597172 ],[0.17480199 0.45423153],[0.5457683 0.8251975]
3.0939202,3.054393,0.03952708,0.9131956,0.87262535,0.040570278,-9.821114253438033e-15,115.46958,4.181269,56.84162303664922,216,9,29.87166784386384,764,0.008639651,0.01,28.344501,107.783936,4.4412923,14.933188,28.344501,107.783936,4.4412923,14.933188,-0.030919092,43427,94.63117209989338,341.5953232620835,3.174457911721562,64.71830700170462
[0.39947602 0.60052395],[0.1755364  0.33840087],[0.6615992 0.8244636]
4.2779093,4.237339,0.040570278,0.929849,0.8877119,0.04213712,9.97025797786382e-15,266.56537,4.1569724,83.03872437357631,203,14,30.984908578990574,439,0.0072952956,0.01,41.428387,101.27846,6.9046364,15.484725,41.428387,101.27846,6.9046364,15.484725,-0.02137934,36454,159.1439734536822,369.286275824846,11.736388910336842,70.94761068864905
[0.42150083 0.5784989 ],[0.17107242 0.28647146],[0.71352845 0.82892716]
5.0660872,5.02395,0.04213712,0.8263885,0.78214943,0.04423904,1.0953216923345067e-14,485.49097,4.1173134,103.03654485049834,221,29,32.34195397209387,301,0.0064989966,0.01,51.34909,110.1671,14.330966,16.141333,51.34909,110.1671,14.330966,16.141333,-0.017872721,31014,198.34483052384434,377.7707721755657,8.71168816171023,66.92513456420821
[0.40078658 0.5992135 ],[0.1505473  0.29352736],[0.7064723 0.8494524]
5.771484,5.727245,0.04423904,0.9784458,0.93110883,0.047337018,-1.6912091561893294e-14,777.6362,4.059504,119.72727272727273,273,40,37.203150137660245,242,0.007724152,0.01,59.676617,135.96136,19.706507,18.569592,59.676617,135.96136,19.706507,18.569592,-0.016426228,28974,235.85391576354039,453.18784535014953,11.337075266712072,80.5031856798511
[0.4043767 0.5956232],[0.15093601 0.28656343],[0.71343666 0.84906393]
6.957441,6.910104,0.047337018,1.0164053,0.9659251,0.05048022,4.5092135154006356e-14,1232.3478,4.014011,145.10096153846155,294,25,43.3652244475125,208,0.0071750954,0.01,72.27083,146.45569,12.386394,21.64005,72.27083,146.45569,12.386394,21.64005,-0.016024362,30181,273.86513856037743,541.6133128156885,2.6056281210320815,95.77140421186566
[0.38396022 0.6160398 ],[0.1386464  0.30113018],[0.69886965 0.8613535 ]
